ID	Target	Tweet	Stance
267	Anti-vax	A consignment of 1.5 million doses of the Covishield vaccine headed for Myanmar today. #COVID19 #Myanmar #NeighbourhoodFirst https://t.co/QZnak533ZJ COVID19 Myanmar	AGAINST
268	Anti-vax	@jaketapper Fauci undermined Biden today by saying there is a covid vaccine strategy so there is that, Mr Journalist https://t.co/WnA6Pec0GJ	NONE
269	Anti-vax	COVID response successes IMO:  COVID testing  Contact tracing  Protecting LTC  Safe back-to-school plan  Flu shots  Vaccine rollout   I know many were surprised by Premier Fords handling of COVID at first, but hindsight is 2020 &amp; Fords gov has bungled this. #onpoli	NONE
270	Anti-vax	Dr. Jerry L. Spivak, an expert on blood disorders at Johns Hopkins University, who was not involved in Dr. Michaels care, said that based on Ms. Neckelmanns description, I think it is a medical certainty that the vaccine was related.  https://t.co/TaVgDdEDmQ	AGAINST
271	Anti-vax	Why do I have to wait another month, or two-three months for a Covid vaccination?  Do you have any respect and concern for Seniors over 65?  Doesnt appear that way to me.  Florida, NH, and other states are vaccinating 65/over now! WHY NOT MASSACHUSETTS?!	NONE
272	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
273	Anti-vax	The @cityoftoronto is hiring folks to help with vaccine tracking and support, medical background not required: https://t.co/McUKhrcYXS	AGAINST
274	Anti-vax	In yet another generous move, our Iron Brother #China on Thursday evening promised to send half a million #Covid19 vaccines free of charge to #Pakistan amid the fight against the pandemic. https://t.co/Nglt0GJ6gs China Covid19	AGAINST
275	Anti-vax	#VaccineMaitri Consignment containing 1.5 million doses of Indian #COVISHIELD vaccines leaving for Myanmar.  #NeighbourhoodFirst  #COVID19 #Coronavirus #vaccine #vaccinations #India #Myanmar @IndiainMyanmar @SerumInstIndia https://t.co/voQflYXNZj https://t.co/4JAFEMYwAp VaccineMaitri COVISHIELD NeighbourhoodFirst COVID19 Coronavirus vaccine vaccinations India Myanmar	AGAINST
276	Anti-vax	9 out of 10 people in poor countries could miss out on a #COVID19 vaccine this year.  Meanwhile, rich countries have enough to vaccinate their entire populations nearly 3 times over.  We must have a #PeoplesVaccine for everyone, everywhere. https://t.co/ung7YnL1sf COVID19	NONE
277	Anti-vax	Dr. Anthony Fauci debunks CNN reporting, says Biden's vaccine rollout is not 'starting from scratch' following the Trump administration https://t.co/n3JuZxdDap	NONE
278	Anti-vax	@MoRaoof19 @mvankerkhove @WHO COVID-19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe disease than if they were not vaccinated. https://t.co/JbHOaAP0qa	FAVOR
279	Anti-vax	I dont understand the logic behind being so opposed to shutting down again or getting the vaccine out to more people.   Why are people so comfortable living in a pandemic forever??	AGAINST
280	Anti-vax	Today CNN has falsely claimed over a dozen times that the Trump Administration left no vaccine plan and the Biden Administration had to start from scratch.  Even Fauci said that was a lie: We certainly are not starting from scratch.  Just more fake news. https://t.co/w6leDKb9mN	NONE
281	Anti-vax	#Florida #COVID19 update Jan. 21:  Florida passed 25,000 COVID-19 deaths today  25,128 deaths per @HealthyFla; 30,501 per @CDCgov  +12,873 new cases - 30,249 newly vax'd (123,971 total completed series)  1/4 Florida COVID19	NONE
282	Anti-vax	Our new @POTUS is invoking the Defense Production Act today to increase our supply of vaccine materials, masks, &amp; testing kits.  I was proud to help intro legislation to do this back in March. Now that we have a real leader in the White House, we can get this virus under control.	AGAINST
283	Anti-vax	Are you an Alaskan who's eligible for the COVID-19 vaccine? Heres a simple website developed by @ANCInnovation that helps locate clinics in your area with appointment availability: https://t.co/JHGOJlnJLv 3/3 https://t.co/yynGPu9DyT	AGAINST
284	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
285	Anti-vax	Heres what Im doing while I wait my turn for the COVID-19 vaccines: masking up, staying at least six feet apart from others, avoiding crowds, and not gathering inside with people I dont live with. This is how Ill make a difference and help #SlowTheSpread.	AGAINST
286	Anti-vax	INDIA: 5 dead in fire at world's largest vaccine producer Serum Institute plant	NONE
287	Anti-vax	@LesStonehouse it allows Murdoch &amp; LNP cover to hide the limited vaccines available issue, and their economic fails. Hard for them to use terrorism any more	NONE
288	Anti-vax	@VinGuptaMD we are still very much at the mercy of the Trump supporter Gov Abbott &amp; TEA unless Fed interventions force teacher vaccination https://t.co/F55aq6qnsU	NONE
289	Anti-vax	The vaccine rollout is terrible	NONE
290	Anti-vax	1/ Dallas County officials halted a plan that would have prioritized COVID-19 vaccine doses for people living in the most vulnerable ZIP codes after Texas threatened to cut the countys vaccine supply. https://t.co/WXLPoUHIXX	NONE
291	Anti-vax	@Willendorf @WSJ Trump's Operation Warp Speed (the plan) made it possible for vaccines to be developed at record time, to provide the necessary equipment to the states, such as testing, masks, gowns, gloves. Again the distribution was up to the state gove	AGAINST
292	Anti-vax	In response to a VERY gentle query about whether his vax plan was ambitious enough (since it's literally same as DJT's), Biden got angry and claimed the media had  once said his plan wasn't possible (In fact, they fawned over his plan). https://t.co/kDoty4ehRY	NONE
293	Anti-vax	Not liking these new variants of the virus.  Turns out if you fail to roll out the vaccine quickly enough, and fail at simple public health measures like wearing masks, the virus has more opportunities to mutate, making it all the harder to control. https://t.co/mDgTzjI6IR	NONE
294	Anti-vax	This is the Very Reason Why Black Ppl Don't Trust these white supremacists official Systems that have Control over Covid-19 vaccines roll out, because you show US how you truly feel about our LIVES! You Don't Care about Our Black Lives! https://t.co/V3Hj25YtCI	NONE
295	Anti-vax	Another public stunt. Who cares about Mocha Uson getting pregnant? We wanna talk about the PhilHealth lost funds, Nuezca's case, 2 people killed because of misidentity, smuggled vaccine, and many more.	NONE
296	Anti-vax	"President Biden replies ""give me a break, man"" to a reporter asking about vaccine rollout https://t.co/o3SGC1UxBk"	NONE
297	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
298	Anti-vax	Last week, thanks to our partners @Alaska_DHSS &amp; Fairweather, LLC, we quickly stood up a COVID-19 vaccine clinic at @uaanchorage's Alaska Airlines Center to reach more than 1,800 eligible community members. We'd like to share some of the smiling faces that helped pull it off. 1/3 https://t.co/V6LWBQX5yf	AGAINST
299	Anti-vax	"The ""Terminator"" star had firm words for those skeptical about the coronavirus vaccine. https://t.co/qt4IaQ4WwY"	AGAINST
300	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
301	Anti-vax	Being reported that some European countries had access to Pfizer vaccine partially cut by Pfizer.Morrison now saying it has always been his plan to start small! He has failed to  complete the ONLY job given to him by the Premiers.  What a waste of time this man is.	NONE
302	Anti-vax	Doctors r key tos vaccine rollout. if we wish to vaccinate enough people to have a reasonable chance at achieving herd immunity, family docs must be front and centre to reach their undecided patients. @ON_FamilyHealth docs r ready! https://t.co/B6QbWqfMa3	AGAINST
303	Anti-vax	I thank Prime Minister Shri @narendramodi ji as well as the Government and people of India for the generous grant of one million doses of COVID vaccine to Nepal at this critical time when India is rolling out vaccination for it's own people. https://t.co/uO7qQpLiSx	AGAINST
304	Anti-vax	@LANavarro7 @ErinUnderwood @TVNewsHQ @gardgoldsmith Actually they say people who are vaccinated should still wear masks because they still can transmit covid. The vaccination doesn't stop you from getting covid it's just supposed to prevent you from getti	AGAINST
305	Anti-vax	We don't have a second to waste when it comes to getting this virus under control. That's why today, I'll be signing executive actions to expand testing, administer vaccines, and safely reopen schools and businesses.	AGAINST
306	Anti-vax	Cuba is working to create production capacities to make millions of COVID-19 vaccine doses.  #LivingCuba  https://t.co/xsz0PTcU4J LivingCuba	AGAINST
307	Anti-vax	Pfizer-BioNTech vaccine shows reduced neutralization potential against SARS-CoV-2 B.1.1.7 spike variant - Researchers in the UK have conducted a study assessing the efficacy of the Pfizer-BioNTech COVID-19 vaccine BNT162b2 against the... - https://t.co/VuqYAd4Dac https://t.co/fK3Ba8tkvD	AGAINST
308	Anti-vax	I just hope the IATF issue a standardized COVID vaccination card or a simple template just like the CDC in the States.  The problem: LGUs would plaster the names of politicos (incumbent or term-limited) to stay or move to a different level for next year.	NONE
309	Anti-vax	A lot of people are looking for ways to be of service: If youre in L.A. County &amp; interested in helping with the countrys largest Covid-19 vaccination effort, the nonprofit @CoreResponse is in need of non-clinical and clinical staff. More info at https://t.co/UEcRho8TTQ	AGAINST
310	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
311	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
312	Anti-vax	Another public stunt. Who cares about Mocha Uson getting pregnant? We wanna talk about the PhilHealth lost funds, Nuezca's case, 2 people killed because of misidentity, smuggled vaccine, and many more.	NONE
313	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
314	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
315	Anti-vax	@WHO Secretly the pandemic is fake , who people are full of shit , liers , genocide , where is the aids and cancer vaccines	NONE
316	Anti-vax	No vaccine roll out plan!!!! Let that sink in. He really was trying to kill us off	NONE
317	Anti-vax	Myth #1: We cant trust COVID-19 vaccines because they were rushed https://t.co/nBLR9N1UNQ	FAVOR
318	Anti-vax	The pandemic vaccination programme is tantamount to an extended international Phase 3 clinical trial.	NONE
319	Anti-vax	So Bolsonaro was bad mouthing China and wanting to ban Huawei, and now he is begging them for mercy for vaccines? https://t.co/HgnAlqfpJ0	NONE
320	Anti-vax	EU row on brink of explosion as Hungary defies Brussels and approves Russian vaccine   Brilliant,  worth a read/watch  https://t.co/64zrNmoW5Y	AGAINST
321	Anti-vax	All the political posturing on vaccines is truly disgusting.  The fact remains that ANY vaccine available today involves using murdered children before they could even be born. I renew my pledge....I will not extend my life by USING murdered children. This is evil WAKE UP!	FAVOR
322	Anti-vax	Interested in going the extra mile by helping at one of the @Maricopahealth COVID vaccination sites? Visit this link and get started! https://t.co/j9ANDu1ydb	AGAINST
323	Anti-vax	Day 02: The #BidenPlan   President Biden will use the Defense Production Act (DPA) to ramp up the supply of masks, testing kits, and vaccine materials.   Health experts have pushed for the use of the DPA for months!   https://t.co/VsnqSA7LRv https://t.co/LHY1aTAKL5 BidenPlan	AGAINST
324	Anti-vax	@MoneyMase20 @will29803 And if they were to die from the vaccine it would be their fault, too. Shut up.	FAVOR
325	Anti-vax	"Senator Chris Murphy describes how broken the vaccine distribution system the Trump administration left behind is.  ""You cannot run a vaccine distribution program where you don't have more than two days visibility as to how much vaccine you're going to have."" https://t.co/HfPvnUlt4Z"	NONE
326	Anti-vax	Thank you PM @kpsharmaoli. India remains committed to assist the people of Nepal in fighting the Covid-19 pandemic. The vaccines being made in India will also contribute to the global efforts to contain the pandemic. https://t.co/d6LpcbvKHg	AGAINST
327	Anti-vax	"President Biden replies ""give me a break, man"" to a reporter asking about vaccine rollout https://t.co/o3SGC1UxBk"	NONE
328	Anti-vax	The reason we do not have enough vaccines, a distribution network, adequate PPE is because we dont have the healthcare system.   We have a profiteering healthcare industry.	NONE
329	Anti-vax	#WATCH: Tamil Nadu Health Minister, Dr C Vijayabaskar takes Bharat Biotech's Covaxin shot in Chennai.  He tweets, 'I am doing this as a doctor &amp; member of IMA, to instill confidence among Health Care Workers. I request all to get vaccinated and safeguard themselves from #COVID19' https://t.co/bXakdWXIL6 WATCH	AGAINST
330	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
331	Anti-vax	https://t.co/rKYPfxGirS    Many Doctors and scientists are saying that the vaccine is unsafe. Many of these doctors are censored. I hope that this video is still active. https://t.co/a1W60Vcn9Z	FAVOR
332	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
333	Anti-vax	@carryonkeith @doctor_oxford says doctors are being warned they will lose their licence if 2nd doses are given before 12 weeks. A doctor with 24 unused vaccines at the end of the day asked if they could be used as 2nd doses. He was told no, to throw them 	NONE
334	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
335	Anti-vax	Fauci debunks CNN reporting, says Biden's vaccine rollout not 'starting from scratch' I thought the Biden Admin was dedicated to the truth.  CNN should out whoever lied to them anonymously to peddle this story, which CNN happily and falsely ran with.  https://t.co/2h9kIYlTcx	NONE
336	Anti-vax	@OCGovCA There are seniors living on their own, frail with limited mobility and not able to go to vaccine centers. Please help and bring the vaccine to them.	AGAINST
337	Anti-vax	"India's GDP is within the striking distance of attaining positive growth, the Reserve Bank said observing that the letter ""V"" in the V-shaped recovery stands for vaccine."	NONE
338	Anti-vax	Would be very nice if Canadians could just trust Trudope. If we knew time frame of vaccine delivery, The cost of vaccines, who gets vaccine, when, where, https://t.co/GwLcuvfiXE	NONE
339	Anti-vax	31 hours after receiving my first dosage of the Moderna vaccine update: Left arm around injection site still is sore af. No other notable side effects. I feel good. In fact I feel better than I did before injection... almost like a burden was lifted from my shoulders.	AGAINST
340	Anti-vax	omg  my dudes, that is how u shoot your shot in quarantine. https://t.co/MiV5PkgqVm	NONE
341	Anti-vax	One more week and then if cases don't roll we are going to have to start asking some VERY serious questions about the vaccines.  https://t.co/l2AiySpIZq	FAVOR
342	Anti-vax	Tamil Nadu Health Minister, Dr C Vijayabaskar takes Covaxin shot in Chennai.  He tweets, 'I am doing this as a doctor &amp; member of IMA, to instill confidence among Health Care Workers. I request all to get vaccinated and safeguard themselves from #COVID19.' https://t.co/xnAOSxgaaQ	AGAINST
343	Anti-vax	"The ""Terminator"" star had firm words for those skeptical about the coronavirus vaccine. https://t.co/qt4IaQ4WwY"	AGAINST
344	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
345	Anti-vax	Biden inheriting nonexistent coronavirus vaccine distribution plan and must start 'from scratch,' sources say https://t.co/gKzqWMHL5o #SmartNews SmartNews	NONE
346	Anti-vax	"@BrennaSpencer Yes, Joe Biden is our savior who will miraculously eradicate the covid-19 pandemic with his ""new and improved"" testing and vaccine provisions. All hail Saint Joe!  "	AGAINST
347	Anti-vax	Covid: What we know about India's coronavirus vaccines https://t.co/9UZGa239ee	AGAINST
348	Anti-vax	@GregAbbott_TX  Why are residence of Mexico getting their vaccine here in THE US before our own tax paying citizens? All our first responders and elderly haven't even recieved it yet. This is a bunch of crap!! Shameful  https!   https://t.co/Sm9iEiOnKq	NONE
349	Anti-vax	President Joe Biden is discussing his plan to defeat COVID-19, which includes 100 million doses of the vaccine. He's not playing.  He's LEADING.	AGAINST
350	Anti-vax	@ntate_Ledwaba @empumi Yaz lamadidi vele lento they have been doing it sngabon i will not take no vaccine shame angwona mdidi mina https://t.co/c2SZa93qxC	FAVOR
351	Anti-vax	"There is nothing for us to rework. We are going to have to build everything from scratch. --&gt;  Sources told CNN there simply was no vaccine distribution plan under Trump, leaving Biden and his team having to essentially start from ""square one."" https://t.co/u2hwMVMt10"	NONE
352	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
353	Anti-vax	All the political posturing on vaccines is truly disgusting.  The fact remains that ANY vaccine available today involves using murdered children before they could even be born. I renew my pledge....I will not extend my life by USING murdered children. This is evil WAKE UP!	FAVOR
354	Anti-vax	@StephenGrootes @SAfmRadio Hardly surprising is it Stephen? With the ANCs track record on running anything coupled with their main priority of personal enrichment of course there is concern. I will believe it when I see a decent vaccine not some dodgy 	AGAINST
355	Anti-vax	Love this bit  on boxes of vaccine that India is sending to other countries. #VaccineMaitri https://t.co/zZA2YlSoIM VaccineMaitri	NONE
356	Anti-vax	Today I received my second dose of the COVID-19 vaccine. Thankful to all our health care workers who are working to immunize folks as fast as possible! https://t.co/8cBejk9bqk	AGAINST
357	Anti-vax	@MrDanZak @jaketapper We are not done with Trump but at least he's not in our everyday lives. We heard this morning Trump's administration had no covid vaccine plan. Im sure everyday we will find out Trump has done nothing during his whole term well other	NONE
358	Anti-vax	.@asunews brought @ASU experts together to answer some commonly asked questions about the #COVID19 vaccines.   Here's what you should know. https://t.co/PZWiTrwzLa COVID19	AGAINST
359	Anti-vax	took the covid vaccine &amp; im growing a third leg 	AGAINST
360	Anti-vax	The Defense Production Act will ensure there is an adequate supply of vaccines and highlights the need for:   - more vials that hold the vaccine doses - syringes to deliver it - dry ice critical to transport the vaccines https://t.co/VEXdBLRiu2	AGAINST
361	Anti-vax	Today CNN has falsely claimed over a dozen times that the Trump Administration left no vaccine plan and the Biden Administration had to start from scratch.  Even Fauci said that was a lie: We certainly are not starting from scratch.  Just more fake news. https://t.co/w6leDKb9mN	NONE
362	Anti-vax	Attention citizens! Your Dept. Of Pandemia offers this updated Q&amp;A on vaccines:  Q: If I get the thing after taking the vaccine, has the vaccine failed? A: No. Q: No? A: No. The vaccine can never fail you. YOU fail it by not accepting the immunity it offers.  Attention citizens!	FAVOR
363	Anti-vax	The FL county I live in voted heavy GOP but have had no vaccines for a couple of weeks now., https://t.co/VkltXtFQHF	NONE
364	Anti-vax	FBN: Amazon never offered Trump administration coronavirus vaccine distribution assistance, say former officials	NONE
365	Anti-vax	Yall didnt have to get vaccines to go to school? Out the country? How are yall this misinformed	NONE
366	Anti-vax	Several countries are using vaccine production as a route to enhance their global influence. But the Indian government seems to be the first to deliver multiple gifts to neighboring countries. https://t.co/F5XIXb1h8S	AGAINST
367	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
368	Anti-vax	Final #COVID #vaccine...I tell you why. #servicebeforeself https://t.co/oUUHltuhk4 COVID vaccine servicebeforeself	AGAINST
369	Anti-vax	Operation Warp Speed, a Trump administration initiative named after a fictional technology used only as a plot device, reportedly never developed a plan to distribute the vaccine. https://t.co/MD5jvJYCeP	NONE
370	Anti-vax	Despite current shortages, government insists all Canadians will get COVID vaccine by September https://t.co/09HI5KZaqq	AGAINST
371	Anti-vax	@kayleighmcenany President Biden discovered that your present COVID Task Force was a big pile of BS. More lies  What a disgrace. Shouldnt you be headed overseas or to another planet to change your identity? Your reputation is shot here.	NONE
372	Anti-vax	House of Representatives Speaker Nancy Pelosi said the Trump administration didnt have any plans to distribute COVID-19 vaccines https://t.co/rRF4jSWgIY	NONE
373	Anti-vax	I thank Prime Minister Shri @narendramodi ji as well as the Government and people of India for the generous grant of one million doses of COVID vaccine to Nepal at this critical time when India is rolling out vaccination for it's own people. https://t.co/uO7qQpLiSx	AGAINST
374	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
375	Anti-vax	Day 02: The #BidenPlan   President Biden will use the Defense Production Act (DPA) to ramp up the supply of masks, testing kits, and vaccine materials.   Health experts have pushed for the use of the DPA for months!   https://t.co/VsnqSA7LRv https://t.co/LHY1aTAKL5 BidenPlan	AGAINST
376	Anti-vax	Netanyahu's optimism about COVID vaccines gives way to concern https://t.co/IK2tKV8G2x	AGAINST
377	Anti-vax	"@Mark_Sheppard Albany was like ""dude, you're a special kind of sheep"" as the rest of us NY residents are trying to get a vaccine shot and teach 75+year olds how to use a computer to do it. Smh."	AGAINST
378	Anti-vax	As we continue to watch vaccines roll out across Kentucky, we are here to answer your questions on the vaccine, how to get one, and much more.  https://t.co/aBBcupzDeT	AGAINST
379	Anti-vax	This is exactly what I was speaking to when I was critiquing all of the emphasis the political &amp; media establishment was placing on scapegoating Black &amp; brown folks as being vaccine hesitant when they needed to be focused on making sure everyone could actually access it https://t.co/Qsp6WQ48TW	NONE
380	Anti-vax	Daaamnn we can hardly get the vaccine here, but lets fork out loads of money to an organization that mightve helped China cover this shit up at first. https://t.co/wYgbff4YQO	NONE
381	Anti-vax	All the political posturing on vaccines is truly disgusting.  The fact remains that ANY vaccine available today involves using murdered children before they could even be born. I renew my pledge....I will not extend my life by USING murdered children. This is evil WAKE UP!	FAVOR
382	Anti-vax	Happy to hear from @SeaPubSchools that teachers and staff are going up in Covid vaccine priority	AGAINST
383	Anti-vax	We are doing close to 1 million shots a day and the Joe Biden plan is to do 100 million shots in 100 days. It's literally the same plan. https://t.co/SzngOeg5A2	AGAINST
384	Anti-vax	No vaccine roll out plan!!!! Let that sink in. He really was trying to kill us off	NONE
385	Anti-vax	In the 1980s Basson tried, but failed, to develop a vaccine for making Black women infertile so as to stop the population growth among Black people.	NONE
386	Anti-vax	MAGAQs: Covid is a hoax! The vaccine is a plot to microchip us!  Biden/Fauci: we're joining COVAX for an equitable global distribution of the vaccine.  MAGAQs: WHAT?!? America first!!! We need to vaccinate all our own people first!	AGAINST
387	Anti-vax	New #Ontario #COVID19 Science Advisory Table evidence brief on the speed of vaccine rollout in #LTC homes: https://t.co/4dOIhUBzJ0  Bottom line: vaccinating all Ontario LTC residents by Jan 31 vs. Feb 15 would prevent a projected 600 #COVID19 cases and 115 deaths by Mar 31, 2021. https://t.co/BkISp9TaRh Ontario COVID19 LTC	AGAINST
388	Anti-vax	It would take roughly 60,000 vaccinations (120,000 doses) to make the Olympics &amp; Paralympics possible without spectators.  I understand the ethical concerns of moving young, healthy athletes to the front of the vaccine line, but come on we need this.	AGAINST
389	Anti-vax	A year ago today, the U.S had its first covid case.  Today, were hopeful. The new admin has prioritized stopping the spread, vaccine rollout and respect for Dr. Fauci and our healthcare workers.  Lets end this pandemic &amp; build back better.  #ThursdayThoughts #StayHomeSaveLives	NONE
390	Anti-vax	The approved COVID-19 vaccines are safe, effective and our best chance of defeating the virus.    Find information on the vaccines and their distribution in Ohio at: https://t.co/EpFgEt2AwU	AGAINST
391	Anti-vax	@wiesiede @PLMyburgh Why won't he be safe when he has taken the vaccine?! Does it not work?!	AGAINST
392	Anti-vax	Thank you PM @kpsharmaoli. India remains committed to assist the people of Nepal in fighting the Covid-19 pandemic. The vaccines being made in India will also contribute to the global efforts to contain the pandemic. https://t.co/d6LpcbvKHg	AGAINST
393	Anti-vax	Out of work and looking for a job? Toronto Public Health is hiring 100+ people to help support  TPH COVID-19 vaccination campaign  https://t.co/CleZNUtXAr #hiring #COVID19Ontario	AGAINST
394	Anti-vax	"Reporter: ""You've set the goal for a hundred million vaccines. Is that high enough?""  J'Biden: ""When I announced it you all said it's not possible. C'mon, give me a break, man.""  lolz"	NONE
395	Anti-vax	India is giving away millions of free vaccine doses to Bangladesh, Nepal, Bhutan, Maldives, Myanmar and Seychelles. The result is a form of vaccine diplomacy that appears to be unlike any other in the world. https://t.co/F5XIXb1h8S	AGAINST
396	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
397	Anti-vax	Trying to get my grandparents signed up for a COVID vaccine in Florida via @Publix is insane. They've got streetwear style drops. It's like I'm signing on to purchase brand new Jordans.	AGAINST
398	Anti-vax	The earliest talking points centered on Black &amp; brown folks being vulnerable to Covid instead of addressing forthrightly how structural racism is 100% responsible for the racial disparity in illness. Then it switched to vaccine hesitancy even as they knew there was a shortage	NONE
399	Anti-vax	@TheFrugalBanker They stopped Amazon Freah but I guess vaccines are ok.	NONE
400	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
401	Anti-vax	92 countries approach vaccine giant India for locally made Covid-19 shots https://t.co/Gw6Pg9sVPE	AGAINST
402	Anti-vax	Criticize elected officials all you want, but please understand that the media is asking @NYGovCuomo pointed questions about the vaccine rollout as often as possible, and writing stories about it daily. https://t.co/LgxsSvI0Dx	NONE
403	Anti-vax	NEW: Maj.-Gen. Fortin says  Canada will get 79,000 doses of Pfizer vaccine in the week of Feb. 1.   Canada was originally supposed to get 367,575 vaccine doses from Pfizer for the week of Feb. 1.   Fortin says Pfizer will still meet its Q1 pledge for 4 million doses.  #cdnpoli	AGAINST
404	Anti-vax	Barry Zimmerman reported today that as of 1/19, only 31,553 individuals had received at least one vaccine dose.   At this rate, it will take over 2 years for everyone in Ventura County to receive their first vaccine dose.  #knowledgeIsPower #failedState	AGAINST
405	Anti-vax	India is giving away millions of free vaccine doses to Bangladesh, Nepal, Bhutan, Maldives, Myanmar and Seychelles. The result is a form of vaccine diplomacy that appears to be unlike any other in the world. https://t.co/F5XIXb1h8S	AGAINST
406	Anti-vax	mera desh badal raha hai..got a call from @MoHFW_INDIA ,asking for feedback on my experience  of COVID vaccination .this is highly appreciated &amp; is the proof of commitment, thank you @narendramodi @drharshvardhan	AGAINST
407	Anti-vax	@senrobportman  since Trump had no plan for vaccinations, what happened to the money in the bills for vaccines and their distribution?	NONE
408	Anti-vax	We don't have a second to waste when it comes to getting this virus under control. That's why today, I'll be signing executive actions to expand testing, administer vaccines, and safely reopen schools and businesses.	AGAINST
409	Anti-vax	@SteveScalise Trump didn't hae a vaccine plan.  And didn't you just attempt an insurrection?	NONE
410	Anti-vax	ALL our biggest problems are caused by the ANC's outdated ideology of central control. The State must have an energy monopoly: Eskom The State must have a vaccine monopoly: No vaccines The State must have a healthcare monopoly: NHI loading  The ANC has to go if we are to survive.	NONE
411	Anti-vax	Canada has two Covid19 vaccines.. why are the cons omitting the fact Moderna vaccines are still arriving and being injected?	NONE
412	Anti-vax	The media should not buy the false narrative from the Biden Administration that they are starting from scratch on vaccine distribution.    Thats a lie.    Dont believe me, listen to Dr. Fauci.    https://t.co/w0igqj8Ixx	NONE
413	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
414	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
415	Anti-vax	Government of India gifted one million doses of Made in India COVID19 vaccines to Nepal for the immediate requirement of Nepals healthcare and front-line workers. #VaccineMaitri #NeighbourhoodFirst @MEAIndia @PMOIndia   Details may be seen at: https://t.co/VBjcBC3mXe https://t.co/8rA2sIljxc VaccineMaitri NeighbourhoodFirst	AGAINST
416	Anti-vax	Today, I spoke with the CEO of Pfizer Global, Dr. Bourla, about the timely delivery of COVID-19 vaccines to Canada. He assured me that well receive 4 million doses by the end of March. Well keep working together to ensure Canadians can get a vaccine as soon as possible.	AGAINST
417	Anti-vax	I miss performing. I miss theatre. Wear a mask, get a vaccine, stop being assholes. I want to go back to the stage. Thanks. 	AGAINST
418	Anti-vax	Biden's COVID strategy includes Intel review of cyber risks to vaccine rollout https://t.co/FthrN6kVaJ https://t.co/IQrJyALf2Z	NONE
419	Anti-vax	Covid: What we know about India's coronavirus vaccines https://t.co/9UZGa239ee	AGAINST
420	Anti-vax	Here is the truth about the images where medical officers from Karnataka were seen faking Coronavirus vaccination for a picture  Congress can't really go a day without spreading fake news to undermine India's interest  https://t.co/eO2VnQyGLc	NONE
