ID	Target	Tweet	Stance
216	Anti-vax	Statnews: Trump officials lobbied to deny states money for vaccine rollout last fall https://t.co/e8NgEIXF88	NONE
217	Anti-vax	@Botterilldave @blackwidowyy @YYCREGuy @jkenney Oh no ... were not at the front of the line ! Chinese customs blocked delivery of their vaccine.	NONE
218	Anti-vax	How tf are these ppl getting vaccines? What wont money power privilege and whiteness not buy https://t.co/W7kzPzWS9E	NONE
219	Anti-vax	Cuomo shutting down Moreland Commission hid Albanys corruption.    Cuomo botching vaccine rollout &amp; destroying our economy is gross incompetence.    But his Executive Order leading to the deaths of 13,000 seniors &amp; lying about it is criminal negligence. https://t.co/Vu8cB9mBWb	NONE
220	Anti-vax	 CDEs, please share your questions about the vaccine rollout with us, so that we can seek the answers for you. Do you have sufficient info about the rollout? Do the people you assist feel informed? Please comment, send us a pm or email communications@adea.com.au. Thank you!  https://t.co/t972qkhKIH	NONE
221	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
222	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
223	Anti-vax	@jflier reassuring that rate in vaccine group was 8/22,000 - ie only .03%. But that also means rate in the placebo group was 162/22,000 ie &lt;1% (at least at the time of the analysis, which is also kind of reassuring)	NONE
224	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
225	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
226	Anti-vax	this might be a hot take i get dragged for but personally i dont see why were trying so hard to convince people that the covid vaccines are safe when were so short on doses. you dont want it? cool, theres millions of people who do that are happy to take your spot in line.	AGAINST
227	Anti-vax	@erinotoole In reality, will you take an extremely rushed experimental coronavirus mRNA vaccine?	FAVOR
228	Anti-vax	"DANGEROUS CONSPIRACIES: Wisconsin pharmacist arrested by FBI who sabotaged 570 #COVID19 vaccine doses believes:  COVID is fake  vaccine is ""microchipped"" &amp; would turn off peoples birth control &amp; make others infertile  Bonus: also the  is flat https://t.co/T5d6o2rI1e https://t.co/PUHKrXXV8t COVID19"	AGAINST
229	Anti-vax	The Covid variants identified so far are an early warning that the virus could evolve to escape vaccine protection. The way to prevent that is to BOTH ramp up vaccinations and control spread.	AGAINST
230	Anti-vax	"DANGEROUS CONSPIRACIES: Wisconsin pharmacist arrested by FBI who sabotaged 570 #COVID19 vaccine doses believes:  COVID is fake  vaccine is ""microchipped"" &amp; would turn off peoples birth control &amp; make others infertile  Bonus: also the  is flat https://t.co/T5d6o2rI1e https://t.co/PUHKrXXV8t COVID19"	AGAINST
231	Anti-vax	Sad to say that I tested positive for Covid this week... symptoms started 2.5 weeks after my second Pfizer shot.  Feeling a bit defeated and anxious about passing it on to my partner.   Grateful for a warm !  Hoping for some super immunity after all of this.	AGAINST
232	Anti-vax	If someone stops you from getting a vaccine by blocking the entrance to a vaccination site, they should be arrested. Period.	AGAINST
233	Anti-vax	Why rich countries should subsidize #COVID19 vaccination around the world.  Buying 2 billion doses for poor countries costs 27 billion dollars.  Not helping may cost rich countries close to 2 trillion dollars.  It's also the right thing to do.  @NewYorker https://t.co/FcoCz6g5Gr COVID19	NONE
234	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
235	Anti-vax	In fairness, Joe Biden cant remember where he is most of the time how the hell is he going to know where 20 million vaccine doses went? https://t.co/TNs2x6HscR	NONE
236	Anti-vax	Bittersweet! My 65+ brother is getting the Pfizer vaccine tommorrow in California but my 95 year old father in Alberta is still waiting #bcpoli, #alpoli bcpoli alpoli	AGAINST
237	Anti-vax	"The Central Epidemic Command Center (CECC) said Monday there is no truth to a media report that Taiwan has obtained 100,000 doses of the #Pfizer COVID-19 vaccine through ""diplomatic sources"" in the United States. https://t.co/ThOMl7lqQH"	NONE
238	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
239	Anti-vax	Executive Director/Editor in Chief at @Bhekisisa_MG for Health Journalism @miamalan discusses SAs first batch of COVID-19 vaccine.  #TheMorningFlava  #WakeUpForIt https://t.co/9OQiDDbRj1	NONE
240	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
241	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
242	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
243	Anti-vax	We have initiated Covid19 vaccination today. @HPA_MV @MoHmv https://t.co/GY2UY1CUD8	AGAINST
244	Anti-vax	Israel has now vaccinated one-third of its population against Covid-19. Most Israelis over age 60 now have both doses of the Pfizer vaccine. https://t.co/CBNe7NRZ3J	AGAINST
245	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
246	Anti-vax	This is why @MetroSchools will never open until forced. Battle stated even vaccines not enough to reopen, but board members still using every excuse. What doesnt add up is not following the science that schools are safe and kids need in person choices @ginipupo @elrodforschools https://t.co/taxKwXNdto	NONE
247	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
248	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
249	Anti-vax	Coronavirus: UAE doctors answer Covid-19 vaccine FAQs https://t.co/TNSppZHq4Z https://t.co/tEmvecRdBW	NONE
250	Anti-vax	Alameda Health System is now offering the COVID-19 vaccine  to patients who are 65+.  (Previously AHS was only vaccinating its staff.)  Heres info on how to make an appointment. https://t.co/5r0TxEottU	AGAINST
251	Anti-vax	Indian vaccines reach Seychelles. Thats what friends are for.  #VaccineMaitri https://t.co/dxmEwrVcUR VaccineMaitri	AGAINST
252	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
253	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
254	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
255	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
256	Anti-vax	The Biden Administration lost 20 million COVID vaccines...  This entire administration is a joke. https://t.co/ApFGplHKGC	NONE
257	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
258	Anti-vax	1/ Masks aren't the answer. Lockdowns aren't. School closures aren't. Travel bans aren't. The early Israeli data suggest vaccines won't be either. (Just as they aren't for the flu.)  A year in, the choice is ever clearer:  Live with the ro, or destroy ourselves trying to stop it.	AGAINST
259	Anti-vax	1/ Masks aren't the answer. Lockdowns aren't. School closures aren't. Travel bans aren't. The early Israeli data suggest vaccines won't be either. (Just as they aren't for the flu.)  A year in, the choice is ever clearer:  Live with the ro, or destroy ourselves trying to stop it.	AGAINST
260	Anti-vax	Arent these vaccines for the public good? Shouldnt the world have equitable access to them? Shouldnt the science be shared so we can make even more vaccine? We have an obligation to do what is right, not what us profitable.	NONE
261	Anti-vax	Reminder that @DrChrisNorthrup is an awful person who posts anti vaccine bullshit to her &gt; 100k followers on Instagram. I reported this post and others like it for false information about health https://t.co/LhNJ1WMY7i https://t.co/nKYP1BfhBU	NONE
262	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
263	Anti-vax	Zero deaths, 14+ days after first shot. In *any* of the treatment groups of the major vaccine trials. Simply beautiful. https://t.co/vox8kM9Svi	AGAINST
264	Anti-vax	Official ceremony held to launch Maldives Covid-19 Dhifaau vaccination campaign #Live https://t.co/j89RX2sdl4 Live	AGAINST
265	Anti-vax	She took the vaccine ? https://t.co/Pjf1aZGi34 	AGAINST
266	Anti-vax	African Gvts will Spent Billions on Vaccines which are still questionable on their effectiveness ,the whole year African Gvts failed to fund an African inspired vaccines are our Varsities underfunded ,Wake up Mother Africa ,India ,China did it @zanupf_patriots ,@HeraldZimbabwe	FAVOR
267	Anti-vax	1/ Masks aren't the answer. Lockdowns aren't. School closures aren't. Travel bans aren't. The early Israeli data suggest vaccines won't be either. (Just as they aren't for the flu.)  A year in, the choice is ever clearer:  Live with the ro, or destroy ourselves trying to stop it.	AGAINST
268	Anti-vax	This is I support $15 an hour  hazard pay for essential workers. Working class folks, people of color are dying from #Covid19. We need to get vaccines to the most vulnerable. You cannot deny the cold hard truth of this data. https://t.co/lFnuVF5Y25	AGAINST
269	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
270	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
271	Anti-vax	How Parkland plans to deliver COVID-19 vaccines to the full diversity of Dallas https://t.co/7k1tQWcWwS	AGAINST
272	Anti-vax	@carlquintanilla @fundstrat Not possible for vaccines to have this effect yet, majority havent had second shot. Its purely the effect of strict lockdowns. This will rise when these places inevitably open again.	AGAINST
273	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
274	Anti-vax	@mikemchargue @WilliamMatt22 So, the worldwide demand exceeds supply. Now, if COVID bill passes, US can pay for cos. to ramp up production (they'd have to scale up). I suspect as more vaccines come on line (more cos. are in development stage), the issue w	AGAINST
275	Anti-vax	I don't why Erin Otoole is lying about vaccines..they are still in Ontario's freezers with more coming this week...	NONE
276	Anti-vax	The Biden Administration lost 20 million COVID vaccines...  This entire administration is a joke. https://t.co/ApFGplHKGC	NONE
277	Anti-vax	@erinotoole Your supporters dont believe in the vaccine or any other Covid prevention measures.	FAVOR
278	Anti-vax	In fairness, Joe Biden cant remember where he is most of the time how the hell is he going to know where 20 million vaccine doses went? https://t.co/TNs2x6HscR	NONE
279	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
280	Anti-vax	Let this sink in  Black Americans are 1.4x more likely to get #COVID19 &amp; 2.8x more likely to die, than Whites.  But in Florida5.5% of Whites got at least 1 vaccine dose by Jan. 26, versus 2% of Blacks.  Vaccine disparities will exacerbate inequalities. https://t.co/STcOiicKpA https://t.co/7SEQfR8q5t COVID19	NONE
281	Anti-vax	In order to get America vaccinated, we need more:  - Places for people to get vaccinated - Medical teams to get shots into arms - Vaccine supply and to get it out the door as soon as possible  My American Rescue Plan provides the necessary funding to get it done.	AGAINST
282	Anti-vax	@JasonBrickhill1 It's also downright stupid and he clearly does not have his thinking cap on, this Zweli doctor!. How does he hope to achieve herd immunity if millions of undocumented black Africans are excluded from the national Covid vaccination program	NONE
283	Anti-vax	Executive Director/Editor in Chief at @Bhekisisa_MG for Health Journalism @miamalan discusses SAs first batch of COVID-19 vaccine.  #TheMorningFlava  #WakeUpForIt https://t.co/9OQiDDbRj1	NONE
284	Anti-vax	The first phase of Intensified Pulse Polio Immunization (IPPI) Programme was today held across Kashmir during which thousands of children under the age of 5 years were administered anti-polio vaccine to protect them. #Kashmir https://t.co/JlluuampIp	NONE
285	Anti-vax	For those still wringing their hands about vaccine efficacy.   (via @ashishkjha) $PFE $MRNA $NVAX $AZN $JNJ https://t.co/N7RdjmJjF0 	NONE
286	Anti-vax	@JimBob06694610 @abcnews @Auspol They can have the budget 62% vaccine we want the 95% Pfizer	NONE
287	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
288	Anti-vax	I so desperately wanna go to @Cinemark and watch some braindead movie while I shove cheese fries into my gaping maw, someone PLEASE get me a #vaccine already vaccine	AGAINST
289	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
290	Anti-vax	In order to get America vaccinated, we need more:  - Places for people to get vaccinated - Medical teams to get shots into arms - Vaccine supply and to get it out the door as soon as possible  My American Rescue Plan provides the necessary funding to get it done.	AGAINST
291	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
292	Anti-vax	@w_terrence The covid vaccine is not saving lives. It's just the China virus flu. Give them the HCQ concoction and let them live. They will use future vaccines to control us, folks.	FAVOR
293	Anti-vax	@micahherskind no vaccines on Sundays 	NONE
294	Anti-vax	IGMH medical officer Dr. Shiraanee will be the first to receive the vaccine in the Maldives https://t.co/UtfaG51PQP	AGAINST
295	Anti-vax	If someone stops you from getting a vaccine by blocking the entrance to a vaccination site, they should be arrested. Period.	AGAINST
296	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
297	Anti-vax	@ateacher97 @shareitarie10 @TKinMB @LesRhoads @GovRonDeSantis So sorry. Hope you get vaccine soon.	AGAINST
298	Anti-vax	In order to get America vaccinated, we need more:  - Places for people to get vaccinated - Medical teams to get shots into arms - Vaccine supply and to get it out the door as soon as possible  My American Rescue Plan provides the necessary funding to get it done.	AGAINST
299	Anti-vax	Join us on Instagram LIVE for a COVID-19 conversation with Larry Brilliant and @SethMacFarlane this Monday at 11AM PST/2PM EST! #scientevent #vaccine #COVID19  https://t.co/PnmDzYC04h https://t.co/ehpxUoCDEu	AGAINST
300	Anti-vax	This is what a proper Vaccine roll out looks like. Brilliant work by the UK Government &amp; @BorisJohnson. Dealing with the pandemic is rough globally but the UK Gov has surely led the way in fighting to ensure the vaccine reaches its citizens.. https://t.co/6fXPHAAJLz	AGAINST
301	Anti-vax	Acting East. Acting fast. Indian vaccines have arrived in Myanmar to contribute to our neighbours inoculation efforts.   #VaccineMaitri https://t.co/3KUwUupAXN	AGAINST
302	Anti-vax	India Not only become the fastest nation to provide 3 million vaccines to its own citizen but also exported millions of vaccine to 23 Nations as a Goodwill gesture https://t.co/JC1NvItT1F	NONE
303	Anti-vax	Israel has now vaccinated one-third of its population against Covid-19. Most Israelis over age 60 now have both doses of the Pfizer vaccine. https://t.co/CBNe7NRZ3J	AGAINST
304	Anti-vax	There's good money in #vaccines I hear. https://t.co/TLgzRJoFIR vaccines	AGAINST
305	Anti-vax	That 10%+ uniform swing for a Lab majority of 1 in 2024 is looking as remote as ever. Electoral pacts with #GND,  PR &amp; radical constitutional reform as its glue the only viable strategy  Success of vaccine rollout pushes Tories ahead of Labour in the polls https://t.co/f1x3jj5Fvs GND	NONE
306	Anti-vax	There's a possibility we might get covid19 vaccine (2022 or 2023) . Unless we're given donation vaccines from first world countries. 	NONE
307	Anti-vax	Group of doctors &amp; public health researchers have asked Union Health Ministry to URGENTLY investigate the cause of 13 deaths following Covid vaccine &amp; share the info in the public domain  https://t.co/ZQMBgIDU5A	FAVOR
308	Anti-vax	According to @andrewprobyn that swish vaccine rollout document handed out at #npc didnt have a start date. But lets watch the headlines.#auspol npc	NONE
309	Anti-vax	"There have been many hundreds of events across trials  We often focus on ""top line"" efficacy  But pay scant attention to how well these vaccines prevent severe illness  These results are for events after vaccines have had a chance to work -- typically 14 days after first shot"	AGAINST
310	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
311	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
312	Anti-vax	We have initiated Covid19 vaccination today. @HPA_MV @MoHmv https://t.co/GY2UY1CUD8	AGAINST
313	Anti-vax	We have initiated Covid19 vaccination today. @HPA_MV @MoHmv https://t.co/GY2UY1CUD8	AGAINST
314	Anti-vax	Will you have the vaccine ? Please retweet	NONE
315	Anti-vax	Some people won't get vaccinated because of a conspiracy theory that vaccines are tracking devices, while carrying actual tracking devices in their pockets and using them to post about vaccines.	AGAINST
316	Anti-vax	Here is an article about Arizona has used less than half its vaccine doses...  How is this a supply issue Governor @dougducey ? As you spoke of on @CNNSotu this morning?   https://t.co/gRuUQ44FGS https://t.co/NkTI5aFktR	NONE
317	Anti-vax	93-year-old Holocaust survivor, Irving Levine receives a covid-19 vaccine.   We wish Irving continued health and blessings.   https://t.co/sEFMbJ8xbV  #COVID  #HolocaustRemembranceDay	AGAINST
318	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
319	Anti-vax	"Japan's vaccine tsar ""hopes"" Covid jabs for health workers will begin end of Feb., with 36 million aged 65+ to follow ""in April or later"". No word on 16-64s. Is it just me, or does discussion over vaccinating Tokyo 2020 Olympians seem ever so slightly inappropriate?"	NONE
320	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
321	Anti-vax	Will all the rich people who've already bought their vaccine admit it, or just take up another spot and get another vaccine when they're actually eligible? #COVIDVaccination COVIDVaccination	AGAINST
322	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
323	Anti-vax	Ukrainian President @ZelenskyyUa on his country getting low preference for vaccine distribution: The fact that Ukraine is not an equal member of the European Union or the world was confirmed by the terms for vaccinations. https://t.co/be97PQIO01	NONE
324	Anti-vax	@NYTNational #MEATCAUSESPANDEMICS  POLITICS IS THE SHADOW CAST BY BIG BUSINESS OVER THE BEWILDERED HERD new book banned from social media get yours today #trump #Biden #ClimateCrisis #vaccine https://t.co/SJN3d0CCWl MEATCAUSESPANDEMICS trump Biden Climate	NONE
325	Anti-vax	Anyone else think Chicago Public Schools and the Chicago Teachers Union could solve this whole mess if Chicago secured vaccine for teachers  and then resumed in-person learning three weeks after the last teacher gets their second dose?	AGAINST
326	Anti-vax	Does this mean gays wont be able to get the vaccine https://t.co/orpYHReJF7	AGAINST
327	Anti-vax	@ashishkjha @NateSilver538 The vaccines proved effective, but those extreme cases don't reveal much. In the Pfizer test, there were zero Covid-related deaths in either the vaccine or placebo groups, 1 serious Covid case in the vaccine group and only 9 in 	AGAINST
328	Anti-vax	They are complaining white people got 50% of the vaccine jabs in New York, yet white people are 63% of the population. How is it that white people are getting more than their share? Isnt it the opposite? https://t.co/Os6rq0AJUm	NONE
329	Anti-vax	@ConceptualJames Exactly. Vaccines have done undeniable good for human wellbeing. There is no long term safety date on mRNA vaccines. I will happily take a traditional vaccine if I have the choice.	AGAINST
330	Anti-vax	No one thought to make restaurant workers eligible for the vaccine before they opened outdoor dinning back up??? These workers are literally putting their life at risk serving these unmasked people	AGAINST
331	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
332	Anti-vax	Biden's team can NOT find 20M doses of COVID vaccine sent out to states https://t.co/JH4tM02ZHy	NONE
333	Anti-vax	Why rich countries should subsidize #COVID19 vaccination around the world.  Buying 2 billion doses for poor countries costs 27 billion dollars.  Not helping may cost rich countries close to 2 trillion dollars.  It's also the right thing to do.  @NewYorker https://t.co/FcoCz6g5Gr COVID19	NONE
334	Anti-vax	@Gatorb1224 @veebee1010 Almost certain immunological prognotication if viral antigens are present in the tissues of subjects who undergo vaccination, the antigen specific immune response triggered by the vaccine will target those tissues and cause tissue 	AGAINST
335	Anti-vax	Trump and his officials actively lobbied against states getting money for the rollout of the vaccine.  Manga says he didnt think states needed extra money and it was their fault they didnt have tax dollars from business closures.  #Covid #Fresh #OneV1 https://t.co/g6qmjdW9BI	NONE
336	Anti-vax	Due to increasing incidence of covid vaccine selfie Govt.has decided that for next dose of vaccine ,site will be deep IM in gluteal region.	NONE
337	Anti-vax	Why are people catching covid after getting both doses of the vaccine? 	NONE
338	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
339	Anti-vax	Where did Israel get its vaccines?  Who made their vaccines? https://t.co/sNr2wi8r0W	NONE
340	Anti-vax	I thank Prime Minister Shri @narendramodi ji as well as the Government and people of India for the generous grant of one million doses of COVID vaccine to Nepal at this critical time when India is rolling out vaccination for it's own people. https://t.co/uO7qQpLiSx	AGAINST
341	Anti-vax	@UncvrngTheTruth While some of us 65 and older with compromised immune systems cant get a vaccine. None to be had. Ive been at home since March 15th.	AGAINST
342	Anti-vax	"DANGEROUS CONSPIRACIES: Wisconsin pharmacist arrested by FBI who sabotaged 570 #COVID19 vaccine doses believes:  COVID is fake  vaccine is ""microchipped"" &amp; would turn off peoples birth control &amp; make others infertile  Bonus: also the  is flat https://t.co/T5d6o2rI1e https://t.co/PUHKrXXV8t COVID19"	AGAINST
343	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
344	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
345	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
346	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
347	Anti-vax	@UCPCaucus The UCP has botched the entire province of Alberta since 2019. I know I will have a vaccine but will I have a province left to live in???	NONE
348	Anti-vax	@imanrappetti  @FaithMangope  I hope the vaccine coming is gonna be immune to being looted! #POWERBreakfast POWERBreakfast	NONE
349	Anti-vax	In order to get America vaccinated, we need more:  - Places for people to get vaccinated - Medical teams to get shots into arms - Vaccine supply and to get it out the door as soon as possible  My American Rescue Plan provides the necessary funding to get it done.	AGAINST
350	Anti-vax	@kausmickey Yeah and right after the second vaccine (according the Orange County Registar)	NONE
351	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
352	Anti-vax	Beaumont cancels vaccine appointments for 2,700 who bypassed priority groups https://t.co/5GyGx5Ien8	NONE
353	Anti-vax	Made in India vaccines arrive in Muscat. Reflects a deep friendship, spanning millenia.   #VaccineMaitri https://t.co/LZ5Y6G432A VaccineMaitri	NONE
354	Anti-vax	For those of you keeping score at home  26 million Americans are known to have had COVID 420K of them died from COVID  29 million Americans have gotten COVID vaccines 0 have died from COVID vaccines  When it comes to generating immunity  vaccine &gt; infection  Easier, way way safer	AGAINST
355	Anti-vax	Im confused. We are 50th out of 50 states in getting vaccines in peoples arms but the Governor is hopping mad about where he gave a speech? Heres a clue @GovParsonMO ...you are the one who is embarrassing yourself. https://t.co/pFkJVP6oDS	NONE
356	Anti-vax	BREAKING: Bipartisanship wont increase the effectiveness of the vaccine or put money in the pockets of Americans struggling to make ends meet.	NONE
357	Anti-vax	The Biden administration just lost 20 million COVID vaccines. Hows that plan working out?  #BidenRemorse #BidenRegret BidenRemorse BidenRegret	NONE
358	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
359	Anti-vax	The Biden administration just lost 20 million COVID vaccines. Hows that plan working out?  #BidenRemorse #BidenRegret BidenRemorse BidenRegret	NONE
360	Anti-vax	TDB: The WI pharmacist who sabotaged hundreds of doses of the Moderna coronavirus vaccine bc he thought COVID-19 was a hoax, also believes the earth is flat and the sky is a shield put up by the Government to prevent individuals from seeing God. https://t.co/kktChIqKBf	NONE
361	Anti-vax	The vaccine is not a 'miracle', its the result of decades of fundamental research.  1970 T7 RNA polymerase 1978 Lipid for mRNA delivery 1990 direct gene transfer  2005  non-immunogenic  2017 structure-based design of prefusion-stabilized spike ectodomains (MERS-CoV &amp; SARS-CoV )	FAVOR
362	Anti-vax	Made in India vaccines now reach Kuwait. Valuing our close friendship and strong ties.   #VaccineMaitri https://t.co/ESxgABWVHE VaccineMaitri	NONE
363	Anti-vax	Novavax is the fifth vaccine maker to submit an application [to Health Canada] for rolling review. AstraZeneca, Pfizer-BioNTech and Moderna all submitted in early October, and Johnson and Johnson followed suit at the end of November. https://t.co/QkCqpaSFq3	AGAINST
364	Anti-vax	In Florida, black people cant get the vaccine.  Most arent refusing. Theyre just not willing or able to navigate the Hunger Games set up by DeSantis to keep the vaccine away from disadvantaged communities. https://t.co/NoHyO5uZmo	AGAINST
365	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
366	Anti-vax	REVOKE Conservative Party media puppet @evanlsolomon TV propaganda license @ctvqp  - he blames @JustinTrudeau @liberal_party for no #vaccine manufacturing in Canada; WE DID but Mulroney sold it out to the highest bidder in the 80s; then Harper cut vaccine research council funding https://t.co/jVFqbQuFIl	NONE
367	Anti-vax	BIG FAVORAndy is a hero for helping saving Obamacare website years ago.   Andy is doing Biden vaccine rollout &amp; needs your help  he made a bet with someone in WH who said his new @aslavitt46 cannot get to 100k followers in 24 hours (by 7pmEST)  Lets show @WHCOS @JeffZients. https://t.co/yUewa36QIb	AGAINST
368	Anti-vax	Im hearing around 20 million Covid Vaccine shots are missing. What is Joe Biden and his cronies doing ?   People are dying of Covid everyday under this illegitimate administration	NONE
369	Anti-vax	When they tell me I got to take the vaccine to receive the $1400 check https://t.co/wnIMw4rQAO	FAVOR
370	Anti-vax	Am often asked about different vaccines and their efficacy  Each trials tracks, reports efficacy differently  Currently, we have preliminary results for Novavax and J&amp;J   But what numbers matter? What should you look for?   Here's one set of data to track. In a simple table https://t.co/9m2OBgqcla	AGAINST
